comparison	ID	cosmid_id	gene	AveExpr	t	P_Value	adj_P_Val	B	FC
L2-intestine_up_vs_L2-reference	WBGene00010274	F58G6.3	F58G6.3	9.17	3.8	0	0.01	-0.03	2.43
L2-intestine_up_vs_L2-reference	WBGene00016583	C42C1.5	tag-335	10.72	3.8	0	0.01	-0.03	2.16
L2-intestine_up_vs_L2-reference	WBGene00020847	T27A10.7	cgr-1	9.02	3.8	0	0.01	-0.03	2.18
L2-intestine_up_vs_L2-reference	WBGene00022178	Y71H2AM.13	Y71H2AM.13	10.12	3.79	0	0.01	-0.04	2.38
L2-intestine_up_vs_L2-reference	WBGene00050885	Y94H6A.12	Y94H6A.12	9.68	3.79	0	0.01	-0.05	2.09
L2-intestine_up_vs_L2-reference	WBGene00008127	C47A10.5	C47A10.5	8.45	3.79	0	0.01	-0.05	2.02
L2-intestine_up_vs_L2-reference	WBGene00009093	F23H12.3	F23H12.3	8.55	3.79	0	0.01	-0.06	2.54
L2-intestine_up_vs_L2-reference	WBGene00007717	C25D7.5	C25D7.5	8.46	3.78	0	0.01	-0.07	2.29
L2-intestine_up_vs_L2-reference	WBGene00017574	F18F11.1	F18F11.1	10.08	3.78	0	0.01	-0.07	2.51
L2-intestine_up_vs_L2-reference	WBGene00007964	C36A4.2	cyp-25A2	7.36	3.78	0	0.01	-0.07	2.04
L2-intestine_up_vs_L2-reference	WBGene00044682	T24C4.9	T24C4.9	10.01	3.78	0	0.01	-0.08	3.17
L2-intestine_up_vs_L2-reference	WBGene00013781	Y116A8B.4	Y116A8B.4	8.77	3.78	0	0.01	-0.08	2.91
L2-intestine_up_vs_L2-reference	WBGene00018044	F35D11.3	F35D11.3	9.33	3.78	0	0.01	-0.08	2.08
L2-intestine_up_vs_L2-reference	WBGene00007812	C29F7.3	C29F7.3	10.5	3.78	0	0.01	-0.08	2.34
L2-intestine_up_vs_L2-reference	WBGene00004193	C15H9.8	prx-3	7.92	3.77	0	0.01	-0.1	2.41
L2-intestine_up_vs_L2-reference	WBGene00044083	B0564.1	tin-9.2	10.27	3.77	0	0.01	-0.12	2.07
L2-intestine_up_vs_L2-reference	WBGene00009430	F35E12.6	F35E12.6	9.14	3.76	0	0.01	-0.16	2.53
L2-intestine_up_vs_L2-reference	WBGene00015059	B0228.1	B0228.1	8.58	3.75	0	0.01	-0.16	2.39
L2-intestine_up_vs_L2-reference	WBGene00009393	F35C5.5	clec-62	9.26	3.75	0	0.01	-0.17	2.26
L2-intestine_up_vs_L2-reference	WBGene00044280	W02A2.9	W02A2.9	11.6	3.74	0	0.01	-0.2	3.1
L2-intestine_up_vs_L2-reference	WBGene00021296	Y25C1A.13	Y25C1A.13	9.93	3.74	0	0.01	-0.2	2.1
L2-intestine_up_vs_L2-reference	WBGene00016717	C46F9.1	math-22	8.02	3.74	0	0.01	-0.21	2.24
L2-intestine_up_vs_L2-reference	WBGene00012819	Y43F8B.9	Y43F8B.9	9.09	3.73	0	0.01	-0.22	2.51
L2-intestine_up_vs_L2-reference	WBGene00013763	Y113G7B.14	Y113G7B.14	9.42	3.72	0	0.01	-0.25	2.38
L2-intestine_up_vs_L2-reference	WBGene00008043	C40H1.8	C40H1.8	8.46	3.72	0	0.01	-0.26	2.18
L2-intestine_up_vs_L2-reference	WBGene00016009	C23F12.4	C23F12.4	9.92	3.72	0	0.01	-0.27	2.28
L2-intestine_up_vs_L2-reference	WBGene00022441	Y110A2AL.4	Y110A2AL.4	10.48	3.72	0	0.01	-0.27	3.69
L2-intestine_up_vs_L2-reference	WBGene00016573	C41H7.3	C41H7.3	9.22	3.72	0	0.01	-0.28	2.1
L2-intestine_up_vs_L2-reference	WBGene00023419	F53F4.16	F53F4.16	9.87	3.71	0	0.01	-0.28	3.36
L2-intestine_up_vs_L2-reference	WBGene00017272	F08F8.7	F08F8.7	10.89	3.71	0	0.01	-0.28	2.14
L2-intestine_up_vs_L2-reference	WBGene00009505	F37B12.3	F37B12.3	11.19	3.71	0	0.01	-0.29	2.38
L2-intestine_up_vs_L2-reference	WBGene00000539	F07B10.1	cln-3.1	8.51	3.71	0	0.01	-0.31	2.98
L2-intestine_up_vs_L2-reference	WBGene00011033	R05D11.5	R05D11.5	10.03	3.7	0	0.01	-0.31	2.31
L2-intestine_up_vs_L2-reference	WBGene00010660	K08D8.6	K08D8.6	9.25	3.7	0	0.01	-0.32	2.44
L2-intestine_up_vs_L2-reference	WBGene00010870	M05B5.2	M05B5.2	10.7	3.7	0	0.01	-0.33	2.12
L2-intestine_up_vs_L2-reference	WBGene00016219	C29F9.4	C29F9.4	9.42	3.7	0	0.01	-0.34	3.92
L2-intestine_up_vs_L2-reference	WBGene00002043	C09G4.1	hyl-1	9.99	3.7	0	0.01	-0.34	2.16
L2-intestine_up_vs_L2-reference	WBGene00018907	F55G1.15	F55G1.15	8.28	3.69	0	0.01	-0.35	2.67
L2-intestine_up_vs_L2-reference	WBGene00014141	ZK899.2	ZK899.2	9.48	3.69	0	0.01	-0.35	2.3
L2-intestine_up_vs_L2-reference	WBGene00014999	AH9.3	AH9.3	10.74	3.69	0	0.01	-0.36	2.1
L2-intestine_up_vs_L2-reference	WBGene00045392	F26D11.12	F26D11.12	9.89	3.69	0	0.01	-0.36	3.35
L2-intestine_up_vs_L2-reference	WBGene00010470	K01D12.11	cdr-4	10.18	3.69	0	0.01	-0.37	2.59
L2-intestine_up_vs_L2-reference	WBGene00009635	F42F12.3	F42F12.3	9.27	3.68	0	0.01	-0.37	2.81
L2-intestine_up_vs_L2-reference	WBGene00000202	Y6D11A.1	exos-4.2	9.25	3.68	0	0.01	-0.38	2.23
L2-intestine_up_vs_L2-reference	WBGene00022571	ZC239.13	ZC239.13	7.7	3.68	0	0.01	-0.39	2.44
L2-intestine_up_vs_L2-reference	WBGene00004195	F39G3.7	prx-6	8.41	3.68	0	0.01	-0.39	2.03
L2-intestine_up_vs_L2-reference	WBGene00015579	C07H6.2	C07H6.2	10.9	3.68	0	0.01	-0.39	2.45
L2-intestine_up_vs_L2-reference	WBGene00010564	K04G2.5	ath-1	10.25	3.67	0	0.01	-0.4	2.01
L2-intestine_up_vs_L2-reference	WBGene00021491	Y40B10A.6	Y40B10A.6	7.94	3.66	0	0.01	-0.43	2.48
L2-intestine_up_vs_L2-reference	WBGene00021336	Y34F4.1	Y34F4.1	7.95	3.66	0	0.01	-0.44	2.09
L2-intestine_up_vs_L2-reference	WBGene00016004	C18H9.6	C18H9.6	8.87	3.66	0	0.01	-0.44	2.31
L2-intestine_up_vs_L2-reference	WBGene00018516	F46G11.3	tag-257	9.89	3.66	0	0.01	-0.44	2.04
L2-intestine_up_vs_L2-reference	WBGene00015038	B0212.4	B0212.4	8.73	3.66	0	0.01	-0.44	2.08
L2-intestine_up_vs_L2-reference	WBGene00017427	F13D11.1	F13D11.1	8.3	3.66	0	0.01	-0.44	2.66
L2-intestine_up_vs_L2-reference	WBGene00010383	H12D21.7	H12D21.7	8.85	3.66	0	0.01	-0.45	2.68
L2-intestine_up_vs_L2-reference	WBGene00021487	Y40B10A.2	Y40B10A.2	9.81	3.64	0	0.01	-0.49	2.6
L2-intestine_up_vs_L2-reference	WBGene00000782	F36D3.9	cpr-2	8.25	3.64	0	0.01	-0.5	2.2
L2-intestine_up_vs_L2-reference	WBGene00003982	R11H6.1	pes-9	10.33	3.64	0	0.01	-0.51	2.41
L2-intestine_up_vs_L2-reference	WBGene00019197	H14A12.5	H14A12.5	7.49	3.63	0	0.01	-0.52	2.96
L2-intestine_up_vs_L2-reference	WBGene00016763	C49A9.9	C49A9.9	9.44	3.63	0	0.01	-0.54	2.61
L2-intestine_up_vs_L2-reference	WBGene00013435	Y66D12A.9	Y66D12A.9	9.22	3.63	0	0.01	-0.54	2.03
L2-intestine_up_vs_L2-reference	WBGene00016425	C34H4.2	C34H4.2	9.2	3.63	0	0.01	-0.55	2.17
L2-intestine_up_vs_L2-reference	WBGene00016191	C28G1.6	C28G1.6	8.5	3.62	0	0.01	-0.56	2.31
L2-intestine_up_vs_L2-reference	WBGene00023503	F17C11.13	F17C11.13	8.07	3.62	0	0.01	-0.56	2.62
L2-intestine_up_vs_L2-reference	WBGene00022337	Y82E9BR.4	Y82E9BR.4	7.88	3.62	0	0.01	-0.56	2.18
L2-intestine_up_vs_L2-reference	WBGene00007833	C31A11.5	C31A11.5	7.79	3.62	0	0.01	-0.57	2.06
L2-intestine_up_vs_L2-reference	WBGene00000541	ZC190.1	cln-3.3	8.18	3.62	0	0.01	-0.57	2.2
L2-intestine_up_vs_L2-reference	WBGene00004920	Y71F9B.4	snr-7	9.8	3.62	0	0.01	-0.57	2.28
L2-intestine_up_vs_L2-reference	WBGene00010655	K08D8.1	K08D8.1	8.64	3.61	0	0.01	-0.59	2.9
L2-intestine_up_vs_L2-reference	WBGene00011707	T11B7.2	T11B7.2	10.9	3.61	0	0.01	-0.6	2.83
L2-intestine_up_vs_L2-reference	WBGene00018484	F46C8.1	F46C8.1	8.58	3.61	0	0.01	-0.6	2.71
L2-intestine_up_vs_L2-reference	WBGene00013119	Y51H4A.25	Y51H4A.25	9.38	3.61	0	0.01	-0.61	2.76
L2-intestine_up_vs_L2-reference	WBGene00016862	C52A10.1	C52A10.1	10.11	3.6	0	0.01	-0.61	2.32
L2-intestine_up_vs_L2-reference	WBGene00000169	F32A5.5	aqp-1	9.35	3.6	0	0.01	-0.62	2.45
L2-intestine_up_vs_L2-reference	WBGene00008564	F08A8.1	F08A8.1	9.13	3.6	0	0.01	-0.62	2.02
L2-intestine_up_vs_L2-reference	WBGene00019533	K08D10.10	K08D10.10	8.13	3.6	0	0.01	-0.63	2.2
L2-intestine_up_vs_L2-reference	WBGene00015052	B0218.8	clec-52	8.68	3.6	0	0.01	-0.63	2.44
L2-intestine_up_vs_L2-reference	WBGene00001787	Y53F4B.33	gst-39	10.63	3.58	0	0.01	-0.67	2.7
L2-intestine_up_vs_L2-reference	WBGene00011102	R07E3.1	R07E3.1	9.56	3.58	0	0.01	-0.68	2.19
L2-intestine_up_vs_L2-reference	WBGene00006922	F08G12.4	vhl-1	9.65	3.57	0	0.01	-0.7	2.39
L2-intestine_up_vs_L2-reference	WBGene00012830	Y43F8C.8	Y43F8C.8	9.79	3.57	0	0.01	-0.72	2.27
L2-intestine_up_vs_L2-reference	WBGene00016162	C27D6.4	C27D6.4	11.25	3.57	0	0.01	-0.72	2.11
L2-intestine_up_vs_L2-reference	WBGene00009061	F22G12.1	F22G12.1	8.7	3.56	0	0.01	-0.73	3.58
L2-intestine_up_vs_L2-reference	WBGene00001770	F21H7.1	gst-22	9.17	3.56	0	0.01	-0.75	2.78
L2-intestine_up_vs_L2-reference	WBGene00019659	K11H12.3	K11H12.3	8.1	3.55	0	0.01	-0.78	2.1
L2-intestine_up_vs_L2-reference	WBGene00043983	C39D10.11	C39D10.11	9.52	3.55	0	0.01	-0.79	2.42
L2-intestine_up_vs_L2-reference	WBGene00006636	T14B4.4	tsp-10	9.65	3.54	0	0.01	-0.8	3.25
L2-intestine_up_vs_L2-reference	WBGene00009876	F49C12.6	F49C12.6	8.78	3.54	0	0.01	-0.81	2.98
L2-intestine_up_vs_L2-reference	WBGene00008631	F10A3.1	F10A3.1	8.14	3.54	0	0.01	-0.81	2.83
L2-intestine_up_vs_L2-reference	WBGene00018036	F35C8.5	F35C8.5	9.06	3.53	0	0.01	-0.83	2.07
L2-intestine_up_vs_L2-reference	WBGene00011733	T12D8.5	T12D8.5	10.43	3.53	0	0.01	-0.84	2.43
L2-intestine_up_vs_L2-reference	WBGene00013708	Y106G6E.4	Y106G6E.4	8.91	3.52	0	0.01	-0.86	2.44
L2-intestine_up_vs_L2-reference	WBGene00015965	C18C4.3	ugt-48	9.43	3.52	0	0.01	-0.86	2.77
L2-intestine_up_vs_L2-reference	WBGene00019495	K07E8.3	sdz-24	9.09	3.52	0	0.01	-0.86	2.12
L2-intestine_up_vs_L2-reference	WBGene00014251	ZK1320.1	gstk-1	10	3.52	0	0.01	-0.87	2.09
L2-intestine_up_vs_L2-reference	WBGene00008936	F18E2.1	F18E2.1	8.47	3.52	0	0.01	-0.88	2.09
L2-intestine_up_vs_L2-reference	WBGene00019978	R09B5.6	hacd-1	8.84	3.51	0	0.01	-0.89	2.25
L2-intestine_up_vs_L2-reference	WBGene00010256	F58E6.7	F58E6.7	8.77	3.51	0	0.01	-0.89	2.77
L2-intestine_up_vs_L2-reference	WBGene00021590	Y46D2A.2	Y46D2A.2	8.75	3.51	0	0.01	-0.89	2.66
L2-intestine_up_vs_L2-reference	WBGene00001790	D1053.1	gst-42	8.92	3.51	0	0.01	-0.9	2.22
L2-intestine_up_vs_L2-reference	WBGene00018645	F49F1.5	F49F1.5	9.81	3.51	0	0.01	-0.9	2.59
L2-intestine_up_vs_L2-reference	WBGene00015597	C08E3.5	fbxa-162	8.07	3.5	0	0.01	-0.91	3.43
L2-intestine_up_vs_L2-reference	WBGene00003097	C17G10.5	lys-8	10.41	3.5	0	0.01	-0.92	2.38
L2-intestine_up_vs_L2-reference	WBGene00003053	C03B1.12	lmp-1	12.09	3.5	0	0.01	-0.93	2
L2-intestine_up_vs_L2-reference	WBGene00000458	C37E2.5	ceh-37	10.48	3.49	0	0.01	-0.94	2.16
L2-intestine_up_vs_L2-reference	WBGene00011798	T16G1.4	T16G1.4	8.43	3.49	0	0.01	-0.94	2.38
L2-intestine_up_vs_L2-reference	WBGene00014253	ZK1320.3	ZK1320.3	9.82	3.49	0	0.01	-0.95	2.17
L2-intestine_up_vs_L2-reference	WBGene00045397	Y54G2A.52	Y54G2A.52	9.48	3.48	0	0.01	-0.96	3.19
L2-intestine_up_vs_L2-reference	WBGene00005833	C25F9.7	srw-86	8.71	3.48	0	0.01	-0.97	3.17
L2-intestine_up_vs_L2-reference	WBGene00019859	R03H10.7	R03H10.7	7.92	3.48	0	0.01	-0.98	2.03
L2-intestine_up_vs_L2-reference	WBGene00012464	Y17G7B.11	Y17G7B.11	8.88	3.47	0	0.01	-1.01	2.08
L2-intestine_up_vs_L2-reference	WBGene00008123	C47A4.2	C47A4.2	8.54	3.47	0	0.01	-1.01	2.4
L2-intestine_up_vs_L2-reference	WBGene00020471	T13B5.3	T13B5.3	9.33	3.47	0	0.01	-1.01	2.04
L2-intestine_up_vs_L2-reference	WBGene00022891	ZK1290.10	ZK1290.10	8.77	3.47	0	0.02	-1.02	2.14
L2-intestine_up_vs_L2-reference	WBGene00012550	Y37D8A.10	Y37D8A.10	11.18	3.46	0	0.02	-1.04	2.06
L2-intestine_up_vs_L2-reference	WBGene00010782	K11H3.5	K11H3.5	7.86	3.46	0	0.02	-1.04	2.28
L2-intestine_up_vs_L2-reference	WBGene00021814	Y53G8AR.7	Y53G8AR.7	8.57	3.45	0	0.02	-1.06	2.15
L2-intestine_up_vs_L2-reference	WBGene00008368	D1053.3	D1053.3	8.6	3.45	0	0.02	-1.07	2.15
L2-intestine_up_vs_L2-reference	WBGene00010752	K10G4.3	K10G4.3	8.16	3.45	0	0.02	-1.07	2.81
L2-intestine_up_vs_L2-reference	WBGene00000988	F09E10.3	dhs-25	9.76	3.44	0	0.02	-1.09	2.11
L2-intestine_up_vs_L2-reference	WBGene00010339	F59F4.4	acl-1	10.18	3.44	0	0.02	-1.09	2.02
L2-intestine_up_vs_L2-reference	WBGene00045067	F07C6.6	F07C6.6	7.99	3.44	0	0.02	-1.1	2.17
L2-intestine_up_vs_L2-reference	WBGene00015767	C14C11.3	hex-2	10.19	3.43	0	0.02	-1.11	2.12
L2-intestine_up_vs_L2-reference	WBGene00013654	Y105C5B.15	Y105C5B.15	8.66	3.43	0	0.02	-1.14	2.58
L2-intestine_up_vs_L2-reference	WBGene00022346	Y82E9BR.13	Y82E9BR.13	8.49	3.42	0	0.02	-1.14	2.6
L2-intestine_up_vs_L2-reference	WBGene00003846	C34H3.2	odd-2	9.04	3.41	0	0.02	-1.18	2.17
L2-intestine_up_vs_L2-reference	WBGene00007810	C29F7.1	C29F7.1	8.65	3.41	0	0.02	-1.18	2.36
L2-intestine_up_vs_L2-reference	WBGene00018839	F54H5.2	F54H5.2	8.48	3.4	0	0.02	-1.2	3.96
L2-intestine_up_vs_L2-reference	WBGene00045461	C25F9.14	C25F9.14	9.25	3.4	0	0.02	-1.21	4
L2-intestine_up_vs_L2-reference	WBGene00045480	F14F3.5	F14F3.5	8.29	3.4	0	0.02	-1.21	2.18
L2-intestine_up_vs_L2-reference	WBGene00008979	F20D1.9	F20D1.9	10.87	3.4	0	0.02	-1.22	2.08
L2-intestine_up_vs_L2-reference	WBGene00009773	F46B6.8	F46B6.8	8.76	3.39	0	0.02	-1.23	2.16
L2-intestine_up_vs_L2-reference	WBGene00008553	F07C6.2	F07C6.2	9.03	3.39	0	0.02	-1.23	3.02
L2-intestine_up_vs_L2-reference	WBGene00015608	C08F1.4	math-3	8.21	3.39	0	0.02	-1.23	2
L2-intestine_up_vs_L2-reference	WBGene00012456	Y17D7C.2	Y17D7C.2	8.03	3.39	0	0.02	-1.23	2.17
L2-intestine_up_vs_L2-reference	WBGene00011306	R186.3	R186.3	9.56	3.39	0	0.02	-1.25	2.07
L2-intestine_up_vs_L2-reference	WBGene00012554	Y37D8A.16	Y37D8A.16	11.46	3.38	0	0.02	-1.28	2.19
L2-intestine_up_vs_L2-reference	WBGene00009877	F49C12.7	F49C12.7	8.04	3.38	0	0.02	-1.28	2.15
L2-intestine_up_vs_L2-reference	WBGene00019803	PDB1.1	PDB1.1	9.6	3.37	0	0.02	-1.29	2.54
L2-intestine_up_vs_L2-reference	WBGene00001506	EGAP9.2	fut-2	8.1	3.37	0	0.02	-1.3	2.07
L2-intestine_up_vs_L2-reference	WBGene00007660	C17H1.7	C17H1.7	8.19	3.37	0	0.02	-1.31	2.28
L2-intestine_up_vs_L2-reference	WBGene00008226	C50B8.4	C50B8.4	8.92	3.37	0	0.02	-1.31	2.43
L2-intestine_up_vs_L2-reference	WBGene00012531	Y32F6B.1	Y32F6B.1	9.14	3.36	0	0.02	-1.31	2.14
L2-intestine_up_vs_L2-reference	WBGene00045416	Y37H2A.14	Y37H2A.14	10.84	3.36	0	0.02	-1.31	3.36
L2-intestine_up_vs_L2-reference	WBGene00019298	K02D7.1	K02D7.1	10.31	3.36	0	0.02	-1.33	2.4
L2-intestine_up_vs_L2-reference	WBGene00021518	Y41D4B.16	Y41D4B.16	9.55	3.34	0	0.02	-1.39	2.07
L2-intestine_up_vs_L2-reference	WBGene00003700	Y46H3D.5	nhr-110	9.03	3.34	0	0.02	-1.39	2.18
L2-intestine_up_vs_L2-reference	WBGene00006628	C02F5.11	tsp-2	8.65	3.34	0	0.02	-1.39	2.6
L2-intestine_up_vs_L2-reference	WBGene00010554	K04C1.4	K04C1.4	8.17	3.33	0	0.02	-1.41	2.48
L2-intestine_up_vs_L2-reference	WBGene00009433	F35E12.9	F35E12.9	9.44	3.33	0	0.02	-1.41	2.2
L2-intestine_up_vs_L2-reference	WBGene00012295	W06B3.1	W06B3.1	9.93	3.33	0	0.02	-1.41	2.44
L2-intestine_up_vs_L2-reference	WBGene00019564	K09D9.1	K09D9.1	10.39	3.32	0	0.02	-1.44	2.36
L2-intestine_up_vs_L2-reference	WBGene00015947	C18A11.1	C18A11.1	10.79	3.31	0	0.02	-1.46	2.51
L2-intestine_up_vs_L2-reference	WBGene00017640	F20D6.11	F20D6.11	9.88	3.31	0	0.02	-1.48	2.07
L2-intestine_up_vs_L2-reference	WBGene00020895	T28D9.3	T28D9.3	8.84	3.31	0	0.02	-1.48	2.1
L2-intestine_up_vs_L2-reference	WBGene00012530	Y32F6A.5	Y32F6A.5	10.02	3.3	0	0.02	-1.49	2.5
L2-intestine_up_vs_L2-reference	WBGene00012624	Y38H6C.11	fbxa-150	9.39	3.3	0	0.02	-1.49	2.56
L2-intestine_up_vs_L2-reference	WBGene00020369	T08H10.1	T08H10.1	10.42	3.3	0	0.02	-1.5	2.01
L2-intestine_up_vs_L2-reference	WBGene00044761	Y82E9BR.23	Y82E9BR.23	8.75	3.3	0	0.02	-1.51	2.53
L2-intestine_up_vs_L2-reference	WBGene00012351	W09C5.1	W09C5.1	11.15	3.3	0	0.02	-1.51	2.06
L2-intestine_up_vs_L2-reference	WBGene00007021	C24H11.6	immp-1	9.96	3.29	0	0.02	-1.53	2.38
L2-intestine_up_vs_L2-reference	WBGene00012621	Y38H6C.8	Y38H6C.8	10.8	3.29	0	0.02	-1.53	2.96
L2-intestine_up_vs_L2-reference	WBGene00008726	F13A7.11	F13A7.11	9.7	3.28	0	0.02	-1.55	2.19
L2-intestine_up_vs_L2-reference	WBGene00008741	F13D12.6	F13D12.6	10.29	3.27	0	0.02	-1.57	2.07
L2-intestine_up_vs_L2-reference	WBGene00019477	K07C11.4	K07C11.4	9.47	3.27	0	0.02	-1.58	2.13
L2-intestine_up_vs_L2-reference	WBGene00001753	R03D7.6	gst-5	11.27	3.27	0	0.02	-1.58	2.29
L2-intestine_up_vs_L2-reference	WBGene00009118	F25H2.4	F25H2.4	10.47	3.27	0	0.02	-1.59	2.13
L2-intestine_up_vs_L2-reference	WBGene00016571	C41H7.1	C41H7.1	9.13	3.26	0	0.02	-1.6	2.03
L2-intestine_up_vs_L2-reference	WBGene00022575	ZC239.17	ZC239.17	7.57	3.25	0	0.02	-1.62	2.43
L2-intestine_up_vs_L2-reference	WBGene00006578	F25H2.1	tli-1	9.85	3.25	0	0.02	-1.63	2.17
L2-intestine_up_vs_L2-reference	WBGene00013176	Y53F4B.39	Y53F4B.39	10.06	3.25	0	0.02	-1.65	2.03
L2-intestine_up_vs_L2-reference	WBGene00044206	T26H5.9	T26H5.9	10.53	3.25	0	0.02	-1.65	2.84
L2-intestine_up_vs_L2-reference	WBGene00019100	F59B1.8	F59B1.8	9.01	3.25	0	0.02	-1.65	2.15
L2-intestine_up_vs_L2-reference	WBGene00016218	C29F9.3	C29F9.3	9.37	3.24	0	0.02	-1.66	3.27
L2-intestine_up_vs_L2-reference	WBGene00018562	F47D12.6	F47D12.6	9.5	3.24	0	0.03	-1.67	2.21
L2-intestine_up_vs_L2-reference	WBGene00017323	F09G8.9	mps-4	7.65	3.24	0	0.03	-1.68	2.01
L2-intestine_up_vs_L2-reference	WBGene00017591	F19C7.1	F19C7.1	10.53	3.23	0	0.03	-1.68	2.04
L2-intestine_up_vs_L2-reference	WBGene00010050	F54D5.4	F54D5.4	9.73	3.23	0	0.03	-1.7	2.66
L2-intestine_up_vs_L2-reference	WBGene00022885	ZK1248.19	ZK1248.19	9.3	3.23	0	0.03	-1.7	2.06
L2-intestine_up_vs_L2-reference	WBGene00044681	T24C4.8	T24C4.8	8.42	3.23	0	0.03	-1.7	2.58
L2-intestine_up_vs_L2-reference	WBGene00021758	Y50D7A.10	Y50D7A.10	10.05	3.21	0	0.03	-1.74	2.34
L2-intestine_up_vs_L2-reference	WBGene00009984	F53F1.6	F53F1.6	8.05	3.21	0	0.03	-1.74	2.07
L2-intestine_up_vs_L2-reference	WBGene00000789	M04G12.2	cpz-2	10.28	3.21	0	0.03	-1.74	2.02
L2-intestine_up_vs_L2-reference	WBGene00020034	R12E2.8	R12E2.8	8.2	3.2	0	0.03	-1.76	2.42
L2-intestine_up_vs_L2-reference	WBGene00016719	C46F9.3	math-24	7.7	3.19	0	0.03	-1.79	2.07
L2-intestine_up_vs_L2-reference	WBGene00021331	Y34D9A.6	glrx-10	10.63	3.19	0	0.03	-1.79	2.44
L2-intestine_up_vs_L2-reference	WBGene00004898	F23H12.1	snb-2	9.44	3.18	0	0.03	-1.82	2.59
L2-intestine_up_vs_L2-reference	WBGene00008923	F17C11.12	F17C11.12	9.62	3.18	0	0.03	-1.83	2.54
L2-intestine_up_vs_L2-reference	WBGene00007858	C31H5.7	C31H5.7	7.8	3.18	0	0.03	-1.83	2.48
L2-intestine_up_vs_L2-reference	WBGene00020374	T09A12.5	T09A12.5	11.66	3.18	0	0.03	-1.84	2.07
L2-intestine_up_vs_L2-reference	WBGene00002222	F20C5.2	klp-11	10.08	3.18	0	0.03	-1.84	2.07
L2-intestine_up_vs_L2-reference	WBGene00013559	Y75B8A.28	Y75B8A.28	8.45	3.16	0	0.03	-1.88	2.54
L2-intestine_up_vs_L2-reference	WBGene00012780	Y42A5A.5	Y42A5A.5	9.04	3.16	0	0.03	-1.88	3.15
L2-intestine_up_vs_L2-reference	WBGene00023487	F33D4.8	F33D4.8	9.6	3.16	0	0.03	-1.88	2.01
L2-intestine_up_vs_L2-reference	WBGene00013360	Y60A3A.9	Y60A3A.9	10.84	3.16	0	0.03	-1.89	2.24
L2-intestine_up_vs_L2-reference	WBGene00006951	W03D2.5	wrt-5	9.77	3.16	0	0.03	-1.89	2.62
L2-intestine_up_vs_L2-reference	WBGene00007655	C17H1.2	C17H1.2	7.88	3.15	0	0.03	-1.9	2.14
L2-intestine_up_vs_L2-reference	WBGene00003473	K11G9.6	mtl-1	11	3.15	0	0.03	-1.91	2.59
L2-intestine_up_vs_L2-reference	WBGene00008930	F18A11.3	F18A11.3	10.87	3.15	0	0.03	-1.91	2.07
L2-intestine_up_vs_L2-reference	WBGene00008476	E03H4.8	E03H4.8	10.49	3.14	0	0.03	-1.93	2.71
L2-intestine_up_vs_L2-reference	WBGene00001486	F59G1.7	frh-1	8.19	3.12	0	0.03	-1.98	2.26
L2-intestine_up_vs_L2-reference	WBGene00021565	Y45G12C.1	Y45G12C.1	7.88	3.12	0	0.03	-2	2.01
L2-intestine_up_vs_L2-reference	WBGene00022487	Y119D3B.9	fbxa-21	8.02	3.12	0	0.03	-2	2.77
L2-intestine_up_vs_L2-reference	WBGene00009736	F45G2.10	F45G2.10	10.48	3.11	0	0.03	-2	2.01
L2-intestine_up_vs_L2-reference	WBGene00019717	M01H9.1	M01H9.1	10.05	3.11	0	0.03	-2.01	2.51
L2-intestine_up_vs_L2-reference	WBGene00021322	Y34B4A.6	Y34B4A.6	10.1	3.11	0	0.03	-2.02	2.11
L2-intestine_up_vs_L2-reference	WBGene00007533	C12C8.2	C12C8.2	8.48	3.11	0	0.03	-2.03	2.03
L2-intestine_up_vs_L2-reference	WBGene00003402	C04G6.1	mpk-2	8.85	3.1	0	0.03	-2.04	2.01
L2-intestine_up_vs_L2-reference	WBGene00010063	F54F3.4	F54F3.4	9.81	3.09	0	0.03	-2.07	2.23
L2-intestine_up_vs_L2-reference	WBGene00012101	T27F2.4	T27F2.4	8.91	3.09	0	0.03	-2.07	2.81
L2-intestine_up_vs_L2-reference	WBGene00016190	C28G1.5	C28G1.5	9.48	3.08	0	0.03	-2.1	2.04
L2-intestine_up_vs_L2-reference	WBGene00022039	Y65B4BL.7	Y65B4BL.7	8.64	3.07	0	0.04	-2.11	2.35
L2-intestine_up_vs_L2-reference	WBGene00045048	D1007.19	D1007.19	8.28	3.07	0	0.04	-2.14	2.54
L2-intestine_up_vs_L2-reference	WBGene00022329	Y82E9BL.13	fbxa-79	9.44	3.06	0	0.04	-2.14	2.24
L2-intestine_up_vs_L2-reference	WBGene00017681	F21F8.11	F21F8.11	9.07	3.06	0	0.04	-2.15	2.32
L2-intestine_up_vs_L2-reference	WBGene00009957	F53B2.8	F53B2.8	12.09	3.06	0	0.04	-2.15	2.07
L2-intestine_up_vs_L2-reference	WBGene00009274	F30F8.5	F30F8.5	9.32	3.06	0	0.04	-2.15	2.14
L2-intestine_up_vs_L2-reference	WBGene00013037	Y49E10.18	Y49E10.18	8.94	3.05	0	0.04	-2.18	2
L2-intestine_up_vs_L2-reference	WBGene00020662	T21H3.1	T21H3.1	10.21	3.05	0	0.04	-2.19	2.05
L2-intestine_up_vs_L2-reference	WBGene00044073	C34H4.3	tag-244	8.62	3.04	0	0.04	-2.19	2.2
